12:07:25.132423 IP 172.16.112.100.ftp > 172.16.113.204.2678: Flags [P.], seq 1514666:1514697, ack 457125304, win 8710, length 31
02:18:34.161110 IP 207.136.86.223.18263 > 172.16.115.5.pop3: Flags [S], seq 1849748052, win 512, options [mss 1460], length 0
02:20:38.460821 IP 207.136.86.223.924 > 172.16.113.50.sunrpc: Flags [P.], seq 2355450098:2355450142, ack 334848001, win 32696, length 44
02:20:39.233317 IP 207.136.86.223.22725 > 172.16.114.50.pop3: Flags [S], seq 1471324649, win 512, options [mss 1460], length 0
02:20:56.368790 IP 207.136.86.223.948 > 172.16.118.20.sunrpc: Flags [P.], seq 2571585904:2571585948, ack 4097791853, win 32120, length 44
02:22:50.127152 IP 207.136.86.223.26879 > 172.16.115.87.pop3: Flags [S], seq 896797313, win 512, options [mss 1460], length 0
02:24:58.660094 IP 207.136.86.223.qmqp > 172.16.113.50.sunrpc: Flags [P.], seq 3521647506:3521647550, ack 368576001, win 32696, length 44
02:24:59.295674 IP 207.136.86.223.31344 > 172.16.112.50.pop3: Flags [S], seq 1774149599, win 512, options [mss 1460], length 0
02:25:12.631418 IP 207.136.86.223.651 > 172.16.118.20.sunrpc: Flags [P.], seq 1202219470:1202219514, ack 2756389022, win 32120, length 44
02:26:59.441263 IP 207.136.86.223.5106 > 172.16.115.5.pop3: Flags [S], seq 2713013946, win 512, options [mss 1460], length 0
02:29:11.817430 IP 207.136.86.223.9559 > 172.16.114.207.pop3: Flags [S], seq 3624756617, win 512, options [mss 1460], length 0
02:29:33.494090 IP 207.136.86.223.761 > 172.16.113.50.sunrpc: Flags [P.], seq 1346162740:1346162784, ack 404352001, win 32696, length 44
02:29:47.365112 IP 207.136.86.223.spamd > 172.16.118.20.sunrpc: Flags [P.], seq 837683192:837683236, ack 654480232, win 32120, length 44
02:31:00.962266 IP 207.136.86.223.14891 > 172.16.112.207.pop3: Flags [S], seq 2846160550, win 512, options [mss 1460], length 0
02:33:04.579940 IP 207.136.86.223.19102 > 172.16.113.204.pop3: Flags [S], seq 885765058, win 512, options [mss 1460], length 0
02:33:47.180188 IP 207.136.86.223.887 > 172.16.113.50.sunrpc: Flags [P.], seq 3197916501:3197916545, ack 437184001, win 32696, length 44
02:34:04.655903 IP 207.136.86.223.911 > 172.16.118.20.sunrpc: Flags [P.], seq 2685319150:2685319194, ack 2062491716, win 32120, length 44
02:34:46.621642 IP 207.136.86.223.24571 > 172.16.118.90.pop3: Flags [S], seq 2314473457, win 512, options [mss 1460], length 0
02:37:15.825682 IP 207.136.86.223.28968 > 172.16.112.149.pop3: Flags [S], seq 2284977168, win 512, options [mss 1460], length 0
02:37:42.091884 IP 207.136.86.223.1007 > 172.16.113.50.sunrpc: Flags [P.], seq 971146210:971146254, ack 467392001, win 32696, length 44
02:38:01.366223 IP 207.136.86.223.608 > 172.16.118.20.sunrpc: Flags [P.], seq 3241694210:3241694254, ack 1605079141, win 32120, length 44
02:38:52.525860 IP 207.136.86.223.2118 > 172.16.114.169.pop3: Flags [S], seq 4243391832, win 512, options [mss 1460], length 0
02:41:16.644216 IP 207.136.86.223.6189 > 172.16.113.204.pop3: Flags [S], seq 1250733327, win 512, options [mss 1460], length 0
02:42:06.222271 IP 207.136.86.223.713 > 172.16.113.50.sunrpc: Flags [P.], seq 3106979986:3106980030, ack 501696001, win 32696, length 44
02:42:24.099987 IP 207.136.86.223.737 > 172.16.118.20.sunrpc: Flags [P.], seq 199351520:199351564, ack 627925706, win 32120, length 44
02:42:33.379576 IP 207.136.86.223.9943 > 172.16.118.50.pop3: Flags [S], seq 982195124, win 512, options [mss 1460], length 0
02:45:15.967015 IP 207.136.86.223.15532 > 172.16.117.103.pop3: Flags [S], seq 2033676691, win 512, options [mss 1460], length 0
02:46:30.791869 IP 207.136.86.223.843 > 172.16.113.50.sunrpc: Flags [P.], seq 3731123882:3731123926, ack 536064001, win 32696, length 44
02:46:48.186373 IP 207.136.86.223.866 > 172.16.118.20.sunrpc: Flags [P.], seq 1895499500:1895499544, ack 4159541550, win 32120, length 44
02:46:48.271684 IP 207.136.86.223.19139 > 172.16.118.30.pop3: Flags [S], seq 429814702, win 512, options [mss 1460], length 0
02:49:20.515886 IP 207.136.86.223.24792 > 172.16.117.111.pop3: Flags [S], seq 3812976126, win 512, options [mss 1460], length 0
02:50:40.160760 IP 207.136.86.223.967 > 172.16.113.50.sunrpc: Flags [P.], seq 4063566149:4063566193, ack 568448001, win 32696, length 44
02:50:55.911570 IP 207.136.86.223.ftps > 172.16.118.20.sunrpc: Flags [P.], seq 1217621516:1217621560, ack 852307593, win 32120, length 44
02:51:02.751824 IP 207.136.86.223.28931 > 172.16.118.40.pop3: Flags [S], seq 375410378, win 512, options [mss 1460], length 0
02:53:24.282130 IP 207.136.86.223.2425 > 172.16.117.52.pop3: Flags [S], seq 1003990082, win 512, options [mss 1460], length 0
02:55:01.276247 IP 207.136.86.223.671 > 172.16.113.50.sunrpc: Flags [P.], seq 2721290465:2721290509, ack 602304001, win 32696, length 44
02:55:10.624199 IP 207.136.86.223.6377 > 172.16.118.20.pop3: Flags [S], seq 2335364851, win 512, options [mss 1460], length 0
02:55:11.335302 IP 207.136.86.223.692 > 172.16.118.20.sunrpc: Flags [P.], seq 4257821456:4257821500, ack 3840651536, win 32120, length 44
02:57:33.161268 IP 207.136.86.223.11191 > 172.16.117.132.pop3: Flags [S], seq 3591089304, win 512, options [mss 1460], length 0
02:59:17.582804 IP 207.136.86.223.796 > 172.16.113.50.sunrpc: Flags [P.], seq 2033880618:2033880662, ack 635520001, win 32696, length 44
02:59:33.095413 IP 207.136.86.223.14869 > 172.16.118.10.pop3: Flags [S], seq 2535825253, win 512, options [mss 1460], length 0
02:59:34.583398 IP 207.136.86.223.820 > 172.16.118.20.sunrpc: Flags [P.], seq 2422881300:2422881344, ack 3821424211, win 32120, length 44
03:01:35.041183 IP 207.136.86.223.20103 > 172.16.116.44.pop3: Flags [S], seq 3342891419, win 512, options [mss 1460], length 0
03:03:29.274196 IP 207.136.86.223.955 > 172.16.113.50.sunrpc: Flags [P.], seq 3802257277:3802257321, ack 3197687297, win 32696, length 44
03:03:31.769361 IP 207.136.86.223.23634 > 172.16.112.100.pop3: Flags [S], seq 2668678357, win 512, options [mss 1460], length 0
03:03:40.458070 IP 207.136.86.223.977 > 172.16.118.20.sunrpc: Flags [P.], seq 3052330368:3052330412, ack 3052901624, win 32120, length 44
03:05:47.372153 IP 207.136.86.223.28766 > 172.16.116.44.pop3: Flags [S], seq 1678366322, win 512, options [mss 1460], length 0
03:07:35.940562 IP 207.136.86.223.654 > 172.16.113.50.sunrpc: Flags [P.], seq 1020271862:1020271906, ack 700096001, win 32696, length 44
03:07:44.100281 IP 207.136.86.223.1282 > 172.16.112.100.pop3: Flags [S], seq 338116599, win 512, options [mss 1460], length 0
03:07:54.974981 IP 207.136.86.223.678 > 172.16.118.20.sunrpc: Flags [P.], seq 2648259638:2648259682, ack 2927428550, win 32120, length 44
03:10:10.343265 IP 207.136.86.223.6379 > 172.16.116.44.pop3: Flags [S], seq 3467563310, win 512, options [mss 1460], length 0
03:11:58.326407 IP 207.136.86.223.780 > 172.16.113.50.sunrpc: Flags [P.], seq 579610844:579610888, ack 733888001, win 32696, length 44
03:12:13.777735 IP 207.136.86.223.10590 > 172.16.118.10.pop3: Flags [S], seq 4158479953, win 512, options [mss 1460], length 0
03:12:22.319053 IP 207.136.86.223.806 > 172.16.118.20.sunrpc: Flags [P.], seq 3906463977:3906464021, ack 2965454689, win 32120, length 44
03:14:10.085897 IP 207.136.86.223.14665 > 172.16.116.44.pop3: Flags [S], seq 816827963, win 512, options [mss 1460], length 0
03:15:58.750052 IP 207.136.86.223.902 > 172.16.113.50.sunrpc: Flags [P.], seq 2045931039:2045931083, ack 765248001, win 32696, length 44
03:16:09.142721 IP 207.136.86.223.20181 > 172.16.112.100.pop3: Flags [S], seq 1925691294, win 512, options [mss 1460], length 0
03:16:19.528906 IP 207.136.86.223.926 > 172.16.118.20.sunrpc: Flags [P.], seq 4012526897:4012526941, ack 3765918966, win 32120, length 44
03:18:53.321106 IP 207.136.86.223.25190 > 172.16.116.44.pop3: Flags [S], seq 3895150988, win 512, options [mss 1460], length 0
03:20:03.650796 IP 207.136.86.223.600 > 172.16.113.50.sunrpc: Flags [P.], seq 2662327867:2662327911, ack 796992001, win 32696, length 44
03:20:10.177900 IP 207.136.86.223.29327 > 172.16.112.100.pop3: Flags [S], seq 563296863, win 512, options [mss 1460], length 0
03:20:22.410511 IP 207.136.86.223.623 > 172.16.118.20.sunrpc: Flags [P.], seq 580041998:580042042, ack 1138623201, win 32120, length 44
03:22:18.403992 IP 207.136.86.223.3304 > 172.16.117.132.pop3: Flags [S], seq 2044156868, win 512, options [mss 1460], length 0
03:23:42.458572 IP 207.136.86.223.714 > 172.16.113.50.sunrpc: Flags [P.], seq 3540094421:3540094465, ack 3720567297, win 32696, length 44
03:23:57.310860 IP 207.136.86.223.736 > 172.16.118.20.sunrpc: Flags [P.], seq 3530844988:3530845032, ack 2593707339, win 32120, length 44
03:23:57.366992 IP 207.136.86.223.8300 > 172.16.118.30.pop3: Flags [S], seq 1177708989, win 512, options [mss 1460], length 0
03:26:08.145495 IP 207.136.86.223.13066 > 172.16.117.52.pop3: Flags [S], seq 3095507, win 512, options [mss 1460], length 0
03:27:21.097498 IP 207.136.86.223.827 > 172.16.113.50.sunrpc: Flags [P.], seq 3728295578:3728295622, ack 853824001, win 32696, length 44
03:27:35.984305 IP 207.136.86.223.850 > 172.16.118.20.sunrpc: Flags [P.], seq 3444175951:3444175995, ack 367013937, win 32120, length 44
03:28:11.610361 IP 207.136.86.223.19762 > 172.16.118.90.pop3: Flags [S], seq 2976491894, win 512, options [mss 1460], length 0
03:30:27.780331 IP 207.136.86.223.24901 > 172.16.112.149.pop3: Flags [S], seq 1030400386, win 512, options [mss 1460], length 0
03:30:49.416377 IP 207.136.86.223.938 > 172.16.113.50.sunrpc: Flags [P.], seq 3675593743:3675593787, ack 881024001, win 32696, length 44
03:30:58.551378 IP 207.136.86.223.960 > 172.16.118.20.sunrpc: Flags [P.], seq 1381834290:1381834334, ack 472505725, win 32120, length 44
03:32:50.403406 IP 207.136.86.223.32109 > 172.16.116.194.pop3: Flags [S], seq 1313138195, win 512, options [mss 1460], length 0
03:34:30.174161 IP 207.136.86.223.qmqp > 172.16.113.50.sunrpc: Flags [P.], seq 4172352309:4172352353, ack 541184001, win 32696, length 44
03:34:31.281531 IP 207.136.86.223.4837 > 172.16.114.50.pop3: Flags [S], seq 723007506, win 512, options [mss 1460], length 0
03:34:43.148113 IP 207.136.86.223.651 > 172.16.118.20.sunrpc: Flags [P.], seq 4171357897:4171357941, ack 4171682453, win 32120, length 44
03:36:40.281134 IP 207.136.86.223.12118 > 172.16.116.44.pop3: Flags [S], seq 2449232397, win 512, options [mss 1460], length 0
03:38:08.847667 IP 207.136.86.223.742 > 172.16.113.50.sunrpc: Flags [P.], seq 924116360:924116404, ack 938112001, win 32696, length 44
03:38:11.378522 IP 207.136.86.223.16487 > 172.16.112.100.pop3: Flags [S], seq 1011964505, win 512, options [mss 1460], length 0
03:38:18.147375 IP 207.136.86.223.763 > 172.16.118.20.sunrpc: Flags [P.], seq 4142751658:4142751702, ack 2281884098, win 32120, length 44
03:40:30.395228 IP 207.136.86.223.22071 > 172.16.114.168.pop3: Flags [S], seq 1907484352, win 512, options [mss 1460], length 0
03:41:39.012868 IP 207.136.86.223.853 > 172.16.113.50.sunrpc: Flags [P.], seq 2490281947:2490281991, ack 965376001, win 32696, length 44
03:41:51.752361 IP 207.136.86.223.875 > 172.16.118.20.sunrpc: Flags [P.], seq 1126631463:1126631507, ack 3842328585, win 32120, length 44
03:42:29.988067 IP 207.136.86.223.27120 > 172.16.118.90.pop3: Flags [S], seq 1064975475, win 512, options [mss 1460], length 0
03:44:55.182023 IP 207.136.86.223.1121 > 172.16.114.207.pop3: Flags [S], seq 3874397409, win 512, options [mss 1460], length 0
03:45:22.054552 IP 207.136.86.223.967 > 172.16.113.50.sunrpc: Flags [P.], seq 3282555467:3282555511, ack 425664001, win 32696, length 44
03:45:31.905544 IP 207.136.86.223.ftps > 172.16.118.20.sunrpc: Flags [P.], seq 3276654881:3276654925, ack 3276909834, win 32120, length 44
03:46:52.992749 IP 207.136.86.223.8276 > 172.16.115.5.pop3: Flags [S], seq 3180232898, win 512, options [mss 1460], length 0
03:48:42.824592 IP 207.136.86.223.652 > 172.16.113.50.sunrpc: Flags [P.], seq 3454686029:3454686073, ack 1020224001, win 32696, length 44
03:48:49.327078 IP 207.136.86.223.14051 > 172.16.112.100.pop3: Flags [S], seq 3742186775, win 512, options [mss 1460], length 0
03:48:58.014403 IP 207.136.86.223.675 > 172.16.118.20.sunrpc: Flags [P.], seq 3357704218:3357704262, ack 2094821058, win 32120, length 44
03:51:05.754262 IP 207.136.86.223.19639 > 172.16.117.132.pop3: Flags [S], seq 2959921560, win 512, options [mss 1460], length 0
03:52:19.604670 IP 207.136.86.223.webster > 172.16.113.50.sunrpc: Flags [P.], seq 2188643215:2188643259, ack 1048384001, win 32696, length 44
03:52:44.675406 IP 207.136.86.223.790 > 172.16.118.20.sunrpc: Flags [P.], seq 1903716273:1903716317, ack 730742398, win 32120, length 44
03:52:50.993370 IP 207.136.86.223.23623 > 172.16.118.50.pop3: Flags [S], seq 358073551, win 512, options [mss 1460], length 0
03:55:01.207471 IP 207.136.86.223.28760 > 172.16.114.168.pop3: Flags [S], seq 3413523711, win 512, options [mss 1460], length 0
03:56:11.056633 IP 207.136.86.223.881 > 172.16.113.50.sunrpc: Flags [P.], seq 2899263107:2899263151, ack 1078464001, win 32696, length 44
03:56:26.927378 IP 207.136.86.223.904 > 172.16.118.20.sunrpc: Flags [P.], seq 4292798106:4292798150, ack 3561991876, win 32120, length 44
03:57:03.650152 IP 207.136.86.223.2574 > 172.16.118.90.pop3: Flags [S], seq 1104263437, win 512, options [mss 1460], length 0
03:59:18.403077 IP 207.136.86.223.8270 > 172.16.112.149.pop3: Flags [S], seq 3148145023, win 512, options [mss 1460], length 0
03:59:42.699401 IP 207.136.86.223.telnets > 172.16.113.50.sunrpc: Flags [P.], seq 835285363:835285407, ack 1106304001, win 32696, length 44
04:00:01.753709 IP 207.136.86.223.1016 > 172.16.118.20.sunrpc: Flags [P.], seq 734147304:734147348, ack 4278127258, win 32120, length 44
04:01:32.728966 IP 207.136.86.223.14298 > 172.16.115.5.pop3: Flags [S], seq 2378457775, win 512, options [mss 1460], length 0
04:03:32.756955 IP 207.136.86.223.718 > 172.16.113.50.sunrpc: Flags [P.], seq 2765623625:2765623669, ack 1136192001, win 32696, length 44
04:03:33.178864 IP 207.136.86.223.18467 > 172.16.112.50.pop3: Flags [S], seq 45173455, win 512, options [mss 1460], length 0
04:03:47.304233 IP 207.136.86.223.740 > 172.16.118.20.sunrpc: Flags [P.], seq 89675681:89675725, ack 2925368445, win 32120, length 44
04:05:40.783538 IP 207.136.86.223.24717 > 172.16.116.194.pop3: Flags [S], seq 4199522287, win 512, options [mss 1460], length 0
04:07:30.001779 IP 207.136.86.223.835 > 172.16.113.50.sunrpc: Flags [P.], seq 424430335:424430379, ack 1166976001, win 32696, length 44
04:07:34.877927 IP 207.136.86.223.29133 > 172.16.112.100.pop3: Flags [S], seq 3659904864, win 512, options [mss 1460], length 0
04:07:43.957887 IP 207.136.86.223.858 > 172.16.118.20.sunrpc: Flags [P.], seq 2503207688:2503207732, ack 1759140529, win 32120, length 44
04:09:41.783957 IP 207.136.86.223.3256 > 172.16.116.44.pop3: Flags [S], seq 1577123768, win 512, options [mss 1460], length 0
04:11:12.945036 IP 207.136.86.223.948 > 172.16.113.50.sunrpc: Flags [P.], seq 566709831:566709875, ack 1195968001, win 32696, length 44
04:11:23.122274 IP 207.136.86.223.8212 > 172.16.118.10.pop3: Flags [S], seq 3853305314, win 512, options [mss 1460], length 0
04:11:27.980290 IP 207.136.86.223.971 > 172.16.118.20.sunrpc: Flags [P.], seq 1575408281:1575408325, ack 3841210743, win 32120, length 44
04:13:45.683881 IP 207.136.86.223.13390 > 172.16.117.52.pop3: Flags [S], seq 1549350928, win 512, options [mss 1460], length 0
04:15:05.757988 IP 207.136.86.223.641 > 172.16.113.50.sunrpc: Flags [P.], seq 1176656798:1176656842, ack 1226176001, win 32696, length 44
04:15:24.202592 IP 207.136.86.223.19032 > 172.16.118.30.pop3: Flags [S], seq 3222091753, win 512, options [mss 1460], length 0
04:15:24.866124 IP 207.136.86.223.664 > 172.16.118.20.sunrpc: Flags [P.], seq 1238561767:1238561811, ack 1576090186, win 32120, length 44
04:17:52.573211 IP 207.136.86.223.24784 > 172.16.117.111.pop3: Flags [S], seq 780983771, win 512, options [mss 1460], length 0
04:19:08.924797 IP 207.136.86.223.759 > 172.16.113.50.sunrpc: Flags [P.], seq 3135924926:3135924970, ack 1257408001, win 32696, length 44
04:19:25.211781 IP 207.136.86.223.spamd > 172.16.118.20.sunrpc: Flags [P.], seq 2284203586:2284203630, ack 2284715532, win 32120, length 44
04:19:25.234790 IP 207.136.86.223.28795 > 172.16.118.30.pop3: Flags [S], seq 2304010396, win 512, options [mss 1460], length 0
04:22:00.159747 IP 207.136.86.223.4083 > 172.16.113.204.pop3: Flags [S], seq 195278723, win 512, options [mss 1460], length 0
04:22:41.861197 IP 207.136.86.223.870 > 172.16.113.50.sunrpc: Flags [P.], seq 3678975138:3678975182, ack 1285120001, win 32696, length 44
04:22:57.806244 IP 207.136.86.223.893 > 172.16.118.20.sunrpc: Flags [P.], seq 2153577793:2153577837, ack 1055508851, win 32120, length 44
04:24:22.436213 IP 207.136.86.223.9773 > 172.16.115.234.pop3: Flags [S], seq 2297531582, win 512, options [mss 1460], length 0
04:26:25.459690 IP 207.136.86.223.14138 > 172.16.113.50.pop3: Flags [S], seq 962464735, win 512, options [mss 1460], length 0
04:26:28.773935 IP 207.136.86.223.983 > 172.16.113.50.sunrpc: Flags [P.], seq 4225140129:4225140173, ack 1314624001, win 32696, length 44
04:26:40.799009 IP 207.136.86.223.1005 > 172.16.118.20.sunrpc: Flags [P.], seq 457663543:457663587, ack 458367437, win 32120, length 44
04:28:22.635084 IP 207.136.86.223.19689 > 172.16.116.194.pop3: Flags [S], seq 2329839396, win 512, options [mss 1460], length 0
04:30:19.315274 IP 207.136.86.223.674 > 172.16.113.50.sunrpc: Flags [P.], seq 2083909094:2083909138, ack 1344448001, win 32696, length 44
04:30:19.992299 IP 207.136.86.223.23709 > 172.16.114.50.pop3: Flags [S], seq 560500304, win 512, options [mss 1460], length 0
04:30:30.792475 IP 207.136.86.223.696 > 172.16.118.20.sunrpc: Flags [P.], seq 3856206601:3856206645, ack 405563457, win 32120, length 44
04:32:23.829187 IP 207.136.86.223.29023 > 172.16.116.44.pop3: Flags [S], seq 3614107511, win 512, options [mss 1460], length 0
04:33:52.112121 IP 207.136.86.223.784 > 172.16.113.50.sunrpc: Flags [P.], seq 2873167453:2873167497, ack 1372224001, win 32696, length 44
04:34:08.138179 IP 207.136.86.223.3432 > 172.16.118.20.pop3: Flags [S], seq 2613676578, win 512, options [mss 1460], length 0
04:34:08.796622 IP 207.136.86.223.807 > 172.16.118.20.sunrpc: Flags [P.], seq 2425422848:2425422892, ack 3456301632, win 32120, length 44
04:36:18.977931 IP 207.136.86.223.9238 > 172.16.114.168.pop3: Flags [S], seq 4194418297, win 512, options [mss 1460], length 0
04:37:18.549061 IP 207.136.86.223.892 > 172.16.113.50.sunrpc: Flags [P.], seq 3487509568:3487509612, ack 1398976001, win 32696, length 44
04:37:34.207635 IP 207.136.86.223.915 > 172.16.118.20.sunrpc: Flags [P.], seq 2302422042:2302422086, ack 1908772216, win 32120, length 44
04:38:09.132949 IP 207.136.86.223.14704 > 172.16.118.90.pop3: Flags [S], seq 350880061, win 512, options [mss 1460], length 0
04:40:26.007510 IP 207.136.86.223.20537 > 172.16.112.149.pop3: Flags [S], seq 1874154380, win 512, options [mss 1460], length 0
04:40:52.824190 IP 207.136.86.223.1002 > 172.16.113.50.sunrpc: Flags [P.], seq 2434208588:2434208632, ack 1426880001, win 32696, length 44
04:41:09.646933 IP 207.136.86.223.601 > 172.16.118.20.sunrpc: Flags [P.], seq 1675549009:1675549053, ack 755433838, win 32120, length 44
04:42:22.672352 IP 207.136.86.223.25842 > 172.16.115.234.pop3: Flags [S], seq 2243604505, win 512, options [mss 1460], length 0
04:44:19.083917 IP 207.136.86.223.687 > 172.16.113.50.sunrpc: Flags [P.], seq 1272658712:1272658756, ack 1279936001, win 32696, length 44
04:44:19.841660 IP 207.136.86.223.30809 > 172.16.114.50.pop3: Flags [S], seq 363989230, win 512, options [mss 1460], length 0
04:44:35.463394 IP 207.136.86.223.710 > 172.16.118.20.sunrpc: Flags [P.], seq 2144585258:2144585302, ack 1348141021, win 32120, length 44
04:46:40.330368 IP 207.136.86.223.5600 > 172.16.112.10.pop3: Flags [S], seq 590988362, win 512, options [mss 1460], length 0
04:47:59.946245 IP 207.136.86.223.798 > 172.16.113.50.sunrpc: Flags [P.], seq 3192987962:3192988006, ack 1482688001, win 32696, length 44
04:48:12.259270 IP 207.136.86.223.11051 > 172.16.118.20.pop3: Flags [S], seq 1438108685, win 512, options [mss 1460], length 0
04:48:12.983826 IP 207.136.86.223.820 > 172.16.118.20.sunrpc: Flags [P.], seq 2224748581:2224748625, ack 2225256071, win 32120, length 44
04:50:32.410828 IP 207.136.86.223.16689 > 172.16.114.168.pop3: Flags [S], seq 3245733871, win 512, options [mss 1460], length 0
04:51:52.058541 IP 207.136.86.223.912 > 172.16.113.50.sunrpc: Flags [P.], seq 2707564279:2707564323, ack 1512576001, win 32696, length 44
04:52:00.836707 IP 207.136.86.223.933 > 172.16.118.20.sunrpc: Flags [P.], seq 2935258163:2935258207, ack 2936154794, win 32120, length 44
04:52:14.371218 IP 207.136.86.223.20859 > 172.16.118.50.pop3: Flags [S], seq 1440902213, win 512, options [mss 1460], length 0
04:54:44.189821 IP 207.136.86.223.26959 > 172.16.112.149.pop3: Flags [S], seq 2572180923, win 512, options [mss 1460], length 0
04:55:13.944279 IP 207.136.86.223.1018 > 172.16.113.50.sunrpc: Flags [P.], seq 2860272892:2860272936, ack 1538816001, win 32696, length 44
04:55:24.717291 IP 207.136.86.223.616 > 172.16.118.20.sunrpc: Flags [P.], seq 3884627247:3884627291, ack 1596965542, win 32120, length 44
04:57:05.746404 IP 207.136.86.223.2295 > 172.16.115.87.pop3: Flags [S], seq 1230431649, win 512, options [mss 1460], length 0
04:58:55.037036 IP 207.136.86.223.silc > 172.16.113.50.sunrpc: Flags [P.], seq 40196267:40196311, ack 1567552001, win 32696, length 44
04:58:56.433974 IP 207.136.86.223.6836 > 172.16.114.50.pop3: Flags [S], seq 3138194162, win 512, options [mss 1460], length 0
04:59:05.442504 IP 207.136.86.223.727 > 172.16.118.20.sunrpc: Flags [P.], seq 2856385572:2856385616, ack 2456480635, win 32120, length 44
05:01:05.922767 IP 207.136.86.223.12360 > 172.16.116.44.pop3: Flags [S], seq 2073956915, win 512, options [mss 1460], length 0
05:02:38.162024 IP 207.136.86.223.625 > 172.16.113.50.sunrpc: Flags [P.], seq 2179081361:2179081405, ack 1596608001, win 32696, length 44
05:02:46.045132 IP 207.136.86.223.16811 > 172.16.118.20.pop3: Flags [S], seq 797851256, win 512, options [mss 1460], length 0
05:02:46.761893 IP 207.136.86.223.646 > 172.16.118.20.sunrpc: Flags [P.], seq 708100848:708100892, ack 1635871971, win 32120, length 44LDP version 32768 packet not supported
05:04:57.069248 IP 207.136.86.223.21382 > 172.16.117.52.pop3: Flags [S], seq 690479034, win 512, options [mss 1460], length 0
05:06:10.747674 IP 207.136.86.223.737 > 172.16.113.50.sunrpc: Flags [P.], seq 1838412523:1838412567, ack 1624192001, win 32696, length 44
05:06:22.215031 IP 207.136.86.223.759 > 172.16.118.20.sunrpc: Flags [P.], seq 2488827188:2488827232, ack 2748624864, win 32120, length 44
05:06:41.691161 IP 207.136.86.223.26680 > 172.16.118.60.pop3: Flags [S], seq 4234267980, win 512, options [mss 1460], length 0
05:09:08.601922 IP 207.136.86.223.32260 > 172.16.113.105.pop3: Flags [S], seq 695732136, win 512, options [mss 1460], length 0
05:09:47.234660 IP 207.136.86.223.847 > 172.16.113.50.sunrpc: Flags [P.], seq 2030738626:2030738670, ack 1652288001, win 32696, length 44
05:09:59.159194 IP 207.136.86.223.869 > 172.16.118.20.sunrpc: Flags [P.], seq 3835461058:3835461102, ack 3356885398, win 32120, length 44
05:11:32.131832 IP 207.136.86.223.7054 > 172.16.112.194.pop3: Flags [S], seq 3154539801, win 512, options [mss 1460], length 0
05:13:27.610125 IP 207.136.86.223.11413 > 172.16.113.50.pop3: Flags [S], seq 494102840, win 512, options [mss 1460], length 0
05:13:30.016422 IP 207.136.86.223.958 > 172.16.113.50.sunrpc: Flags [P.], seq 2553274062:2553274106, ack 1681216001, win 32696, length 44
05:13:44.213121 IP 207.136.86.223.980 > 172.16.118.20.sunrpc: Flags [P.], seq 64326539:64326583, ack 1025704089, win 32120, length 44
05:15:48.409657 IP 207.136.86.223.16779 > 172.16.115.5.pop3: Flags [S], seq 553338193, win 512, options [mss 1460], length 0
05:18:07.757429 IP 207.136.86.223.19863 > 172.16.114.207.pop3: Flags [S], seq 897733889, win 512, options [mss 1460], length 0
05:18:24.206376 IP 207.136.86.223.664 > 172.16.113.50.sunrpc: Flags [P.], seq 4294223792:4294223836, ack 1719232001, win 32696, length 44
05:18:30.787735 IP 207.136.86.223.685 > 172.16.118.20.sunrpc: Flags [P.], seq 811255226:811255270, ack 283062048, win 32120, length 44
05:18:49.049073 IP 207.136.86.223.23894 > 172.16.118.60.pop3: Flags [S], seq 3342328868, win 512, options [mss 1460], length 0
05:21:36.565756 IP 207.136.86.223.29040 > 172.16.117.52.pop3: Flags [S], seq 655819558, win 512, options [mss 1460], length 0
05:23:28.561499 IP 207.136.86.223.796 > 172.16.113.50.sunrpc: Flags [P.], seq 62788937:62788981, ack 1122816001, win 32696, length 44
05:23:29.009690 IP 207.136.86.223.2023 > 172.16.112.100.pop3: Flags [S], seq 1750679118, win 512, options [mss 1460], length 0
05:23:41.441264 IP 207.136.86.223.819 > 172.16.118.20.sunrpc: Flags [P.], seq 2317325198:2317325242, ack 3657739488, win 32120, length 44
05:26:08.077915 IP 207.136.86.223.6402 > 172.16.115.5.pop3: Flags [S], seq 147223122, win 512, options [mss 1460], length 0
05:27:51.636904 IP 207.136.86.223.8823 > 172.16.113.105.pop3: Flags [S], seq 3601570717, win 512, options [mss 1460], length 0
05:28:46.796484 IP 207.136.86.223.933 > 172.16.113.50.sunrpc: Flags [P.], seq 3453426419:3453426463, ack 1799552001, win 32696, length 44
05:28:55.145696 IP 207.136.86.223.954 > 172.16.118.20.sunrpc: Flags [P.], seq 259182362:259182406, ack 2025816954, win 32120, length 44
05:29:03.994810 IP 207.136.86.223.12406 > 172.16.118.40.pop3: Flags [S], seq 2834003172, win 512, options [mss 1460], length 0
05:31:45.950417 IP 207.136.86.223.17710 > 172.16.117.111.pop3: Flags [S], seq 671116396, win 512, options [mss 1460], length 0
05:33:07.004833 IP 207.136.86.223.630 > 172.16.113.50.sunrpc: Flags [P.], seq 664230744:664230788, ack 1833280001, win 32696, length 44
05:33:20.679517 IP 207.136.86.223.652 > 172.16.118.20.sunrpc: Flags [P.], seq 1805117799:1805117843, ack 1189151544, win 32120, length 44
05:33:20.839554 IP 207.136.86.223.22543 > 172.16.118.30.pop3: Flags [S], seq 2477873753, win 512, options [mss 1460], length 0
05:35:55.924132 IP 207.136.86.223.28320 > 172.16.117.52.pop3: Flags [S], seq 1904292133, win 512, options [mss 1460], length 0
