12:00:43.729796 IP 172.16.114.148.ftp > 194.27.251.21.1024: Flags [P.], seq 246757133:246757181, ack 3426122286, win 32736, length 48
16:15:01.840543 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1013240:1014700, ack 1, win 32736, length 1460
16:15:01.846826 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1020540:1022000, ack 1, win 32736, length 1460
16:15:01.848118 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1022000:1023460, ack 1, win 32736, length 1460
16:15:01.865482 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1036600:1038060, ack 1, win 32736, length 1460
16:15:01.866808 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1038060:1039520, ack 1, win 32736, length 1460
16:15:01.869269 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1040980:1042440, ack 1, win 32736, length 1460
16:15:01.876418 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1045360:1046820, ack 1, win 32736, length 1460
16:15:01.877657 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1046820:1048280, ack 1, win 32736, length 1460
16:15:01.883340 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1051200:1052660, ack 1, win 32736, length 1460
16:15:01.891852 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1054120:1055580, ack 1, win 32736, length 1460
16:15:01.922875 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1058500:1059960, ack 1, win 32736, length 1460
16:15:01.924471 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1059960:1061420, ack 1, win 32736, length 1460
16:15:01.929767 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1062880:1064340, ack 1, win 32736, length 1460
16:15:01.933462 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1067260:1068720, ack 1, win 32736, length 1460
16:15:01.937566 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1071640:1073100, ack 1, win 32736, length 1460
16:15:01.942965 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1074560:1076020, ack 1, win 32736, length 1460
16:15:01.944219 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1076020:1077480, ack 1, win 32736, length 1460
16:15:01.945512 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1077480:1078940, ack 1, win 32736, length 1460
16:15:01.946778 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1078940:1080400, ack 1, win 32736, length 1460
16:15:01.948060 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1080400:1081860, ack 1, win 32736, length 1460
16:15:01.954328 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1081860:1083320, ack 1, win 32736, length 1460
16:15:01.955583 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1083320:1084780, ack 1, win 32736, length 1460
16:15:01.956907 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1084780:1086240, ack 1, win 32736, length 1460
16:15:01.960055 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1086240:1087700, ack 1, win 32736, length 1460
16:15:01.961286 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1087700:1089160, ack 1, win 32736, length 1460
16:15:01.970594 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1090620:1092080, ack 1, win 32736, length 1460
16:15:01.971845 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1092080:1093540, ack 1, win 32736, length 1460
16:15:01.974302 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1095000:1096460, ack 1, win 32736, length 1460
16:15:01.981824 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1099380:1100840, ack 1, win 32736, length 1460
16:15:01.986121 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1103760:1105220, ack 1, win 32736, length 1460
16:15:01.987376 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1105220:1106680, ack 1, win 32736, length 1460
16:15:01.995202 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1108140:1109600, ack 1, win 32736, length 1460
16:15:02.010633 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1122740:1124200, ack 1, win 32736, length 1460
16:15:02.011866 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1124200:1125660, ack 1, win 32736, length 1460
16:15:02.018683 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1128580:1130040, ack 1, win 32736, length 1460
16:15:02.021195 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1131500:1132960, ack 1, win 32736, length 1460
16:15:02.022495 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1132960:1134420, ack 1, win 32736, length 1460
16:15:02.028150 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1135880:1137340, ack 1, win 32736, length 1460
16:15:02.032250 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1140260:1141720, ack 1, win 32736, length 1460
16:15:02.037412 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1144640:1146100, ack 1, win 32736, length 1460
16:15:02.039876 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1147560:1149020, ack 1, win 32736, length 1460
16:15:02.041118 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1149020:1150480, ack 1, win 32736, length 1460
16:15:02.043570 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1151940:1153400, ack 1, win 32736, length 1460
16:15:02.053661 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1157780:1159240, ack 1, win 32736, length 1460
16:15:02.062318 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1162160:1163620, ack 1, win 32736, length 1460
16:15:02.261873 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1166540:1168000, ack 1, win 32736, length 1460
16:15:02.485585 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1170920:1172380, ack 1, win 32736, length 1460
16:15:02.486819 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1172380:1173840, ack 1, win 32736, length 1460
16:15:02.640005 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1176760:1178220, ack 1, win 32736, length 1460
16:15:02.786637 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1179680:1181140, ack 1, win 32736, length 1460
16:15:02.831786 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1182600:1184060, ack 1, win 32736, length 1460
16:15:02.834250 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1185520:1186980, ack 1, win 32736, length 1460
16:15:02.850381 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1189900:1191360, ack 1, win 32736, length 1460
16:15:02.921015 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1191360:1192820, ack 1, win 32736, length 1460
16:15:02.922469 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1192820:1194280, ack 1, win 32736, length 1460
16:15:02.931616 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1195740:1197200, ack 1, win 32736, length 1460
16:15:02.940387 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1197200:1198660, ack 1, win 32736, length 1460
16:15:02.970683 IP 134.205.165.120.http > 172.16.114.148.14449: Flags [.], seq 1203040:1204500, ack 1, win 32736, length 1460
16:17:30.573644 IP 172.16.114.50.telnet > 172.16.114.169.20022: Flags [P.], seq 2953308650:2953308676, ack 3919252997, win 31744, length 26
16:17:31.453423 IP 172.16.114.50.telnet > 172.16.113.105.20023: Flags [P.], seq 3654581463:3654581489, ack 2251837089, win 31744, length 26
16:17:32.873176 IP 172.16.114.50.telnet > 172.16.114.169.20022: Flags [P.], seq 48:74, ack 21, win 31744, length 26
16:17:35.161569 IP 172.16.114.50.telnet > 172.16.114.169.20022: Flags [P.], seq 96:115, ack 41, win 31744, length 19
16:19:40.888285 IP 172.16.112.100.ftp > 172.16.113.204.21733: Flags [P.], seq 17017479:17017510, ack 832704046, win 8710, length 31
16:19:49.226787 IP 172.16.114.148.ftp > 197.218.177.69.24609: Flags [P.], seq 2615963364:2615963412, ack 2910319060, win 32736, length 48
16:23:01.049309 IP 172.16.112.50.telnet > 172.16.113.204.26232: Flags [P.], seq 2163281363:2163281380, ack 1542994786, win 8760, length 17
16:40:47.585991 IP 172.16.112.100.ftp > 172.16.112.194.19448: Flags [P.], seq 18284291:18284322, ack 104550915, win 8711, length 31
16:46:25.499612 IP 172.16.112.100.ftp > 196.227.33.189.26636: Flags [P.], seq 18622526:18622557, ack 3983849927, win 8715, length 31
16:46:29.198963 IP 172.16.114.148.ftp > 196.227.33.189.26639: Flags [P.], seq 4216261298:4216261346, ack 185093154, win 32736, length 48
16:46:59.967093 IP 172.16.114.148.ftp > 194.27.251.21.26797: Flags [P.], seq 3348599315:3348599363, ack 3834406121, win 32736, length 48
17:04:31.805400 IP 172.16.114.148.ftp > www.aasa.co.za.28829: Flags [P.], seq 2506105391:2506105439, ack 4077346432, win 32736, length 48
17:04:35.889451 IP 172.16.112.100.ftp > www.aasa.co.za.28894: Flags [P.], seq 19713026:19713057, ack 1772870883, win 8710, length 31
17:08:39.413428 IP 172.16.113.50.telnet > 172.16.114.207.9901: Flags [P.], seq 415808096:415808113, ack 2994354673, win 4096, length 17
17:09:58.249394 IP 172.16.114.148.ftp > 135.8.60.182.29875: Flags [P.], seq 761966375:761966423, ack 4007454615, win 32736, length 48
17:18:45.988837 IP 151.193.131.124.http > 172.16.116.194.21881: Flags [.], seq 3984384606:3984386066, ack 605868381, win 32736, length 1460
17:18:45.990066 IP 151.193.131.124.http > 172.16.116.194.21881: Flags [.], seq 1460:2920, ack 1, win 32736, length 1460
17:18:45.997121 IP 151.193.131.124.http > 172.16.116.194.21881: Flags [P.], seq 2920:4140, ack 1, win 32736, length 1220
17:20:11.971053 IP 172.16.112.100.ftp > 135.13.216.191.31873: Flags [P.], seq 20649385:20649416, ack 4214757167, win 8715, length 31
17:23:00.459905 IP 172.16.112.100.ftp > 172.16.113.105.29251: Flags [P.], seq 20817526:20817557, ack 2158005507, win 8708, length 31
17:25:15.466693 IP 134.205.165.120.http > 172.16.112.207.2095: Flags [.], seq 612272258:612273718, ack 3702140071, win 32736, length 1460
17:25:15.472945 IP 134.205.165.120.http > 172.16.112.207.2095: Flags [.], seq 7300:8760, ack 1, win 32736, length 1460
17:25:15.484188 IP 134.205.165.120.http > 172.16.112.207.2095: Flags [.], seq 14600:16060, ack 1, win 32736, length 1460
17:25:15.497328 IP 134.205.165.120.http > 172.16.112.207.2095: Flags [.], seq 21900:23360, ack 1, win 32736, length 1460
17:27:39.264886 IP www.gao.gov.http > 172.16.117.52.4211: Flags [.], seq 85749299:85750759, ack 2695001327, win 32736, length 1460
17:27:39.274603 IP www.gao.gov.http > 172.16.117.52.4211: Flags [.], seq 4380:5840, ack 1, win 32736, length 1460
17:32:46.054851 IP 172.16.114.148.ftp > 108.218.115.195.rev.sfr.net.3409: Flags [P.], seq 4256183576:4256183624, ack 4212022171, win 32736, length 48
18:03:54.299472 IP 172.16.112.50.telnet > 172.16.113.204.24664: Flags [P.], seq 2935476037:2935476054, ack 3296226834, win 8760, length 17
18:04:01.008772 IP 172.16.112.100.ftp > 135.13.216.191.6593: Flags [P.], seq 23278604:23278635, ack 2430258411, win 8714, length 31
18:04:47.907316 IP 172.16.112.100.ftp > www.aasa.co.za.6839: Flags [P.], seq 23325276:23325307, ack 45358990, win 8710, length 31
18:09:14.127243 IP 172.16.112.100.ftp > 172.16.112.207.29942: Flags [P.], seq 23591807:23591838, ack 2522648405, win 8711, length 31
18:11:46.842103 IP 172.16.114.148.ftp > www.aasa.co.za.8268: Flags [P.], seq 634550986:634551034, ack 1635012855, win 32736, length 48
18:11:59.835120 IP 172.16.112.100.ftp > static.kpn.net.8287: Flags [P.], seq 23757760:23757791, ack 3284868597, win 8715, length 31
18:16:47.021548 IP 172.16.112.50.ftp > 172.16.114.50.5774: Flags [P.], seq 3033567288:3033567318, ack 1902131560, win 8760, length 30
18:18:00.503098 IP 172.16.112.100.ftp > www.a-be.org.8825: Flags [P.], seq 24118307:24118338, ack 3228845756, win 8715, length 31
18:25:31.182282 IP 172.16.112.100.ftp > 135.8.60.182.9828: Flags [P.], seq 24568651:24568682, ack 2774254313, win 8713, length 31
18:25:42.759653 IP 172.16.112.100.ftp > 172.16.114.207.14422: Flags [P.], seq 24580635:24580666, ack 3083586286, win 8709, length 31
18:38:07.236636 IP 172.16.113.50.ftp > 172.16.112.50.33150: Flags [P.], seq 1103424076:1103424104, ack 3197266826, win 4096, length 28
18:40:47.571619 IP 172.16.112.100.ftp > 196.227.33.189.11555: Flags [P.], seq 25484916:25484947, ack 3562504441, win 8714, length 31
18:47:06.094727 IP 172.16.114.148.ftp > 197.218.177.69.12322: Flags [P.], seq 1030607493:1030607541, ack 732618912, win 32736, length 48
18:49:18.415387 IP 172.16.112.100.ftp > 172.16.112.194.23702: Flags [P.], seq 25994416:25994447, ack 3991205279, win 8710, length 31
18:50:42.294352 IP 172.16.112.100.ftp > 172.16.113.105.24080: Flags [P.], seq 26080448:26080479, ack 912461580, win 8708, length 31
18:56:51.961999 IP 172.16.114.148.ftp > 196.227.33.189.12666: Flags [P.], seq 1413762276:1413762324, ack 3318078315, win 32736, length 48
19:05:13.339927 IP 172.16.112.100.ftp > 172.16.114.207.3012: Flags [P.], seq 26950573:26950604, ack 431320822, win 8711, length 31
19:15:58.711122 IP 172.16.112.100.ftp > static.kpn.net.14697: Flags [P.], seq 27594916:27594947, ack 2900036214, win 8714, length 31
19:16:25.350371 IP 172.16.114.168.13855 > 192.168.1.20.ircd: Flags [P.], seq 527768410:527768422, ack 2355371249, win 32120, length 12
19:17:42.390138 IP 172.16.112.100.ftp > 108.218.115.195.rev.sfr.net.15054: Flags [P.], seq 27700963:27700994, ack 3222579190, win 8713, length 31
19:18:50.046454 IP 172.16.112.100.ftp > 135.8.60.182.15489: Flags [P.], seq 27768698:27768729, ack 564886761, win 8713, length 31
19:19:56.277803 IP 172.16.114.148.ftp > 197.218.177.69.16015: Flags [P.], seq 3079164330:3079164378, ack 203371619, win 32736, length 48
19:25:06.911322 IP 172.16.113.105.17227 > 192.168.1.20.ircd: Flags [P.], seq 3847768999:3847769013, ack 1408795599, win 32120, length 14
19:30:04.770595 IP 172.16.112.100.ftp > www.aasa.co.za.16504: Flags [P.], seq 28441760:28441791, ack 1083743757, win 8712, length 31
19:30:53.242446 IP 172.16.114.168.telnet > 197.182.91.233.16533: Flags [P.], seq 3240301753:3240301779, ack 2761002057, win 32736, length 26
19:32:44.176186 IP 172.16.112.100.ftp > 135.8.60.182.16876: Flags [P.], seq 28601088:28601119, ack 310926296, win 8716, length 31
19:34:04.267291 IP 172.16.114.148.ftp > 135.8.60.182.16959: Flags [P.], seq 3260914122:3260914170, ack 2801932368, win 32736, length 48
19:35:06.092827 IP 172.16.112.100.ftp > 172.16.112.149.21147: Flags [P.], seq 28744713:28744744, ack 1325304336, win 8710, length 31
19:52:31.668584 IP 172.16.112.100.ftp > www.aasa.co.za.18912: Flags [P.], seq 29789213:29789244, ack 3040366261, win 8710, length 31
20:04:48.677194 IP 172.16.114.50.telnet > 172.16.113.105.21003: Flags [P.], seq 4231601034:4231601054, ack 1463153667, win 31744, length 20
20:04:50.730873 IP 172.16.112.100.ftp > 172.16.114.50.7482: Flags [P.], seq 30529791:30529822, ack 2602681522, win 8711, length 31
20:08:09.662916 IP 172.16.112.100.ftp > 172.16.112.50.33204: Flags [P.], seq 30728620:30728651, ack 3881232590, win 8710, length 31
20:08:12.031495 IP 172.16.113.50.ftp > 172.16.112.50.33203: Flags [P.], seq 1802112076:1802112104, ack 3880782730, win 4096, length 28
20:14:01.606653 IP 172.16.114.148.ftp > 135.8.60.182.21590: Flags [P.], seq 3000780294:3000780342, ack 751547481, win 32736, length 48
20:15:38.684010 IP 172.16.112.100.ftp > 172.16.114.148.4561: Flags [P.], seq 31177651:31177682, ack 2987841196, win 8711, length 31
20:20:29.198483 IP 172.16.113.50.ftp > 172.16.112.50.33219: Flags [P.], seq 1895808076:1895808104, ack 3976348548, win 4096, length 28
20:20:34.910997 IP 172.16.112.50.telnet > www.aasa.co.za.22688: Flags [P.], seq 3976979508:3976979525, ack 2657943034, win 8760, length 17
20:20:41.038074 IP 172.16.112.50.telnet > www.aasa.co.za.22688: Flags [P.], seq 46:63, ack 21, win 8760, length 17
20:20:42.731755 IP 172.16.114.148.ftp > www.aasa.co.za.22697: Flags [P.], seq 3010453527:3010453575, ack 3185689796, win 32736, length 48
20:22:08.214220 IP 172.16.114.148.ftp > 135.8.60.182.22832: Flags [P.], seq 236598413:236598461, ack 2275464902, win 32736, length 48
20:24:09.523416 IP 172.16.114.148.ftp > static.kpn.net.23243: Flags [P.], seq 933148157:933148205, ack 1506383688, win 32736, length 48
20:24:33.590248 IP 172.16.112.100.ftp > 172.16.113.84.22407: Flags [P.], seq 31712635:31712666, ack 3163017582, win 8713, length 31
20:25:24.766632 IP 172.16.112.100.ftp > 172.16.113.204.24528: Flags [P.], seq 31764073:31764104, ack 1160751653, win 8713, length 31
20:27:41.523946 IP 172.16.112.100.ftp > 196.227.33.189.23570: Flags [P.], seq 31900057:31900088, ack 1422313082, win 8715, length 31
20:27:58.540022 IP 172.16.112.100.ftp > 197.182.91.233.23582: Flags [P.], seq 31917979:31918010, ack 4044538675, win 8712, length 31
20:29:53.651148 IP 172.16.112.100.ftp > 172.16.113.84.29629: Flags [P.], seq 32032338:32032369, ack 3754013064, win 8711, length 31
20:30:18.768067 IP 172.16.112.100.ftp > 172.16.114.169.30213: Flags [P.], seq 32058245:32058276, ack 3459868759, win 8713, length 31
20:32:07.469298 IP 172.16.112.100.ftp > 196.227.33.189.23881: Flags [P.], seq 32166385:32166416, ack 2775523096, win 8713, length 31
20:36:52.685873 IP 172.16.112.100.ftp > 135.8.60.182.24086: Flags [P.], seq 32449104:32449135, ack 1545011640, win 8714, length 31
20:46:10.421322 IP 172.16.112.100.ftp > 135.8.60.182.24672: Flags [P.], seq 33007823:33007854, ack 1922175216, win 8713, length 31
20:46:38.283016 IP 172.16.112.100.ftp > 172.16.113.204.25147: Flags [P.], seq 33037526:33037557, ack 1796632434, win 8710, length 31
20:56:47.670785 IP 172.16.113.50.ftp > 172.16.112.50.33230: Flags [P.], seq 27456076:27456104, ack 4251355745, win 4096, length 28
21:02:23.359180 IP 172.16.112.100.ftp > 194.27.251.21.26766: Flags [P.], seq 33981995:33982026, ack 538323966, win 8717, length 31
21:08:06.923091 IP 172.16.112.50.ftp > 172.16.113.50.1164: Flags [P.], seq 42799720:42799748, ack 114368029, win 8760, length 28
21:23:04.936331 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 3488641681:3488643141, ack 1440403538, win 32736, length 1460
21:23:04.937566 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 1460:2920, ack 1, win 32736, length 1460
21:23:04.947247 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 2920:4380, ack 1, win 32736, length 1460
21:23:04.948489 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 4380:5840, ack 1, win 32736, length 1460
21:23:04.949732 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 5840:7300, ack 1, win 32736, length 1460
21:23:04.957026 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 7300:8760, ack 1, win 32736, length 1460
21:23:04.958270 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 8760:10220, ack 1, win 32736, length 1460
21:23:04.959505 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [.], seq 10220:11680, ack 1, win 32736, length 1460
21:23:04.960552 IP usmatw-css-sw01.gisn.getranet.com.http > 172.16.116.194.4131: Flags [P.], seq 11680:12911, ack 1, win 32736, length 1231
21:23:12.690286 IP 172.16.114.148.ftp > 196.227.33.189.28799: Flags [P.], seq 980977531:980977579, ack 4163251366, win 32736, length 48
21:23:36.461042 IP 172.16.112.100.ftp > 172.16.114.169.4360: Flags [P.], seq 35253682:35253713, ack 3541466412, win 8712, length 31
21:24:01.612273 IP 172.16.112.100.ftp > 172.16.114.148.4674: Flags [P.], seq 35281791:35281822, ack 643001377, win 8714, length 31
21:34:01.184963 IP 172.16.112.100.ftp > 172.16.112.194.12435: Flags [P.], seq 35880557:35880588, ack 3021188501, win 8710, length 31
21:34:32.915066 IP 172.16.113.50.telnet > 135.8.60.182.29779: Flags [P.], seq 317440095:317440112, ack 2229783012, win 4096, length 17
21:34:35.111848 IP 172.16.113.50.telnet > 135.8.60.182.29779: Flags [P.], seq 43:60, ack 21, win 4096, length 17
